name,address_full,phone_number,rating,clean_address,latitude,longitude
Mihout Traiteur,"6 Rue du Grand Chemin, 62199 Gosnay, France",+33 3 21 53 64 76,4.9,"6 Rue du Grand Chemin, 62199 Gosnay, France",50.5076324,2.585513
La suite du pré,"179 Av. Jean Jaurès, 62800 Liévin, France",+33 6 42 43 21 76,4.8,"179 Av. Jean Jaurès, 62800 Liévin, France",50.42421579122778,2.789229743768461
Nathalie Passion Saveurs,"435 Rue André Plockyn, 59173 Blaringhem, France",+33 6 16 47 39 28,4.7,"435 Rue André Plockyn, 59173 Blaringhem, France",50.6904091,2.3978677
Kelt Events,"21 Rue Léon Gambetta, 59155 Faches-Thumesnil, France",+33 6 52 93 60 01,5.0,"21 Rue Léon Gambetta, 59155 Faches-Thumesnil, France",50.6091873,3.0640749
La Gourmandière,"1036 Rue Jean Jaurès, 59156 Lourches, France",+33 3 27 31 62 31,4.2,"1036 Rue Jean Jaurès, 59156 Lourches, France",50.31737649184807,3.363841078038745
La Casa Traiteur,"5 Rue Narcisse Houque, 62160 Bully-les-Mines, France",+33 6 79 97 61 15,4.9,"5 Rue Narcisse Houque, 62160 Bully-les-Mines, France",50.46014637701103,2.7103962086072064
François Traiteur,"95 Rue de Lille, 59300 Valenciennes, France",+33 3 27 46 20 51,4.3,"95 Rue de Lille, 59300 Valenciennes, France",50.3613134,3.5226108
Maison Davaine (Distributeur 24/24 Plats préparés Traiteur),"338 Rue Francisco Ferrer, 59286 Roost-Warendin, France",+33 3 27 88 75 38,4.3,"338 Rue Francisco Ferrer, 59286 Roost-Warendin, France",50.40952645,3.1090016499999997
Rest'Home Valenciennes,"Av. de Verdun, 59300 Valenciennes, France",+33 6 89 07 79 53,5.0,"Av. de Verdun, 59300 Valenciennes, France",50.352846517980865,3.534241805585375
Label Réception,"95 Rue Victor Hugo, 59192 Beuvrages, France",+33 6 61 28 94 26,4.5,"95 Rue Victor Hugo, 59192 Beuvrages, France",50.393794446599195,3.506383073976039
Domicile Traiteur,"38 Rue Augustin Delattre, 59680 Ferrière-la-Grande, France",+33 6 35 32 41 24,5.0,"38 Rue Augustin Delattre, 59680 Ferrière-la-Grande, France",50.26163302653681,3.99596177913492
Traiteur Lepolard Julien,"4 Rue du Château, 59218 Poix-du-Nord, France",+33 6 72 76 83 87,4.9,"4 Rue du Château, 59218 Poix-du-Nord, France",50.185508056525116,3.613660166432708
Dish Said Wines Chef Isabelle Bougamont,"23 All. des Coteaux, 59300 Valenciennes, France",+33 6 84 97 00 25,5.0,"23 All. des Coteaux, 59300 Valenciennes, France",50.348980755632184,3.4998329940129786
Maison Sabatier : votre artisan traiteur,"47 Bd Emile Basly, 62300 Lens, France",+33 3 66 23 92 37,4.3,"47 Bd Emile Basly, 62300 Lens, France",50.429988,2.825638
Butterfly Traiteur,"50 Rue Roger Salengro, 59110 La Madeleine, France",+33 3 66 72 95 79,4.0,"50 Rue Roger Salengro, 59110 La Madeleine, France",50.6554464,3.0622051
FoodForYou - Service Traiteur et Evénementiel,"Rue du Vieux Château, 62220 Carvin, France",+33 3 21 79 65 65,4.8,"Rue du Vieux Château, 62220 Carvin, France",50.48416454135689,2.961180184918158
Michel Sauvage Artisan Cuisinier Traiteur,"33 Rue d'Arras, 62123 Berneville, France",+33 6 22 98 23 77,4.7,"33 Rue d'Arras, 62123 Berneville, France",50.266349682408425,2.6743119844740897
Chez Néné,"200 Rte de la Bassée, 62300 Lens, France",+33 6 20 21 63 24,4.2,"200 Rte de la Bassée, 62300 Lens, France",50.445294,2.819452
La Poele du Cuistot,"23 Pl. Louis Lebel, 62130 Saint-Pol-sur-Ternoise, France",+33 6 51 32 32 47,4.7,"23 Pl. Louis Lebel, 62130 Saint-Pol-sur-Ternoise, France",50.38214545377972,2.3352932760360043
Miss Cuisine Traiteur,"Rue des Collets, 59110 La Madeleine, France",+33 3 74 09 20 86,4.3,"Rue des Collets, 59110 La Madeleine, France",50.65491955145077,3.06384373000605
Petit Fermier,"79 Rue Saint-Sébastien, 59000 Lille, France",+33 3 20 19 27 99,4.7,"79 Rue Saint-Sébastien, 59000 Lille, France",50.6470793,3.0579998
La Flinoiserie,"85B Rue Gustave Delory, 59810 Lesquin, France",+33 6 42 05 01 95,4.9,"85B Rue Gustave Delory, 59810 Lesquin, France",50.58701311727837,3.103129281195137
Nord Aisne traiteur,"2 Pl. de l'Église, 02500 Luzoir, France",+33 3 60 73 81 74,4.6,"2 Pl. de l'Église, 02500 Luzoir, France",49.925283456820495,3.9625746319248223
TRAITEUR 62,"239 Rue Montpencher, 62110 Hénin-Beaumont, France",+33 6 03 99 35 72,4.6,"239 Rue Montpencher, 62110 Hénin-Beaumont, France",50.4224955,2.948035
Marette Traiteur,"12 Rue de Wicardenne, 62280 Saint-Martin-Boulogne, France",+33 3 21 31 68 53,4.5,"12 Rue de Wicardenne, 62280 Saint-Martin-Boulogne, France",50.7300921,1.6264475
La box dinatoire,"160 Rue nationale, 62290 Nœux-les-Mines, France",+33 9 81 13 11 65,4.6,"160 Rue nationale, 62290 Nœux-les-Mines, France",50.472853710906776,2.668095569626731
Au Faubourg,"30 Rue du Faubourg de Béthune, 59000 Lille, France",+33 3 20 07 93 00,4.7,"30 Rue du Faubourg de Béthune, 59000 Lille, France",50.6178572,3.0279163
Maison Davaine (Distributeur 24/24 Plats préparés Traiteur),"Rue du Faubourg d'Arras, 59552 Lambres-Lez-Douai, France",+33 3 27 88 75 38,4.3,"Rue du Faubourg d'Arras, 59552 Lambres-Lez-Douai, France",50.36260696304252,3.0670116906882074
Lille Métropole Traiteur,"287 Rue du Faubourg d'Arras, 59000 Faches-Thumesnil, France",+33 3 20 97 90 04,4.9,"287 Rue du Faubourg d'Arras, 59000 Faches-Thumesnil, France",50.60565145421652,3.058108343046737
Le Prèstige Buffet Traiteur,"17 Rue Pierre Baudel, 62210 Avion, France",+33 6 59 56 70 20,4.0,"17 Rue Pierre Baudel, 62210 Avion, France",50.410670090632586,2.824876316359377
Denis Anthony Jean-Pierre Andre,"13 Rue de la Lacquette, 62145 Estrée-Blanche, France",+33 3 21 11 94 68,5.0,"13 Rue de la Lacquette, 62145 Estrée-Blanche, France",50.595253244742636,2.3164184216767008
Goûtu,"16 Rue du Musée, 59270 Bailleul, France",+33 3 28 49 27 69,5.0,"16 Rue du Musée, 59270 Bailleul, France",50.74485152976082,2.7336640738746856
Traiteur Lecomte Père et Fils,"172 Rue du Faubourg de Douai, 59000 Lille, France",+33 3 20 52 78 54,4.7,"172 Rue du Faubourg de Douai, 59000 Lille, France",50.6112177,3.0750178
Philippe VANDELANOITTE Boucherie-Charcuterie-Traiteur,"140 Rue de Roubaix, 59420 Mouvaux, France",+33 3 20 26 03 25,4.7,"140 Rue de Roubaix, 59420 Mouvaux, France",50.696626096782346,3.14242908084591
Paris Traiteur,"2 Rue le Roy Mabille, 62152 Neufchâtel-Hardelot, France",+33 3 21 91 55 71,5.0,"2 Rue le Roy Mabille, 62152 Neufchâtel-Hardelot, France",50.6153189197492,1.631124160977217
Traiteur | Le Plaisir des Gouts | France,"12 Rue Eugène Leconte, 80740 Ronssoy, France",+33 6 61 62 12 05,5.0,"12 Rue Eugène Leconte, 80740 Ronssoy, France",49.981130589997484,3.157743725813772
Charpantier Laurent - Traiteur,"11 Rue de Sailly, 62490 Tortequesne, France",+33 6 82 66 62 18,5.0,"11 Rue de Sailly, 62490 Tortequesne, France",50.292125467987596,3.031428065675177
Traiteur Villette,"570 Rue Saint-Pierre, 60700 Pontpoint, France",+33 3 44 72 35 92,4.8,"570 Rue Saint-Pierre, 60700 Pontpoint, France",49.3002917755361,2.654534653601893
Mon Petit Traiteur,"6 Rue Jules Ferry, 62720 Rety, France",+33 3 59 44 30 55,3.5,"6 Rue Jules Ferry, 62720 Rety, France",50.798627271257594,1.7760116053569215
Votre Traiteur,"4/4 Rue Carnot, 62750 Loos-en-Gohelle, France",+33 6 19 84 07 55,3.7,"4/4 Rue Carnot, 62750 Loos-en-Gohelle, France",50.46108962371709,2.7918564239455055
Réception Albaraka,"12 Rue Marcelin Krebs, 59260 Lille, France",+33 6 17 39 78 29,4.7,"12 Rue Marcelin Krebs, 59260 Lille, France",50.6230195,3.1203949
SANDRINE TRAITEUR,"11 Grande Rue, 95270 Asnières-sur-Oise, France",+33 9 74 56 40 01,4.7,"11 Grande Rue, 95270 Asnières-sur-Oise, France",49.1338739,2.3608519
Votre Traiteur Hervé Halle,"Pl. du Palais de Justice, 02100 Saint-Quentin, France",+33 3 23 62 53 54,4.2,"Pl. du Palais de Justice, 02100 Saint-Quentin, France",49.84795327619284,3.284277659634456
Le Petit Gourmet,"17 Rue du Pont, 80700 Bus-la-Mesiére, France",+33 6 85 86 41 15,3.9,"17 Rue du Pont, 80700 Bus-la-Mesiére, France",49.63698445752627,2.714446498883142
LES DELICES DE JOHAN,"288 Rue Hector Berlioz Cité Cornuault, 62141 Évin-Malmaison, France",+33 6 59 50 96 45,3.7,"288 Rue Hector Berlioz Cité Cornuault, 62141 Évin-Malmaison, France",50.44283349294279,3.028228098156681
Clic & Cook,"L'Espérance, 72330 Yvré-le-Pôlin, France",+33 2 43 87 49 04,4.8,"L'Espérance, 72330 Yvré-le-Pôlin, France",47.82397098168558,0.1698334091822772
E.Leclerc TRAITEUR Lille,"94 Rue de Lannoy, 59800 Lille, France",+33 3 20 61 76 17,3.1,"94 Rue de Lannoy, 59800 Lille, France",50.634006,3.0979881
Pat Et Caramel,"Pl. des Anciens Combattants, 72230 Mulsanne, France",+33 2 43 40 44 44,4.9,"Pl. des Anciens Combattants, 72230 Mulsanne, France",47.90739260245517,0.24869731392585237
RENAUD Traiteur,"1 Rue du Gobillon, 72220 Laigné-en-Belin, France",+33 2 43 47 03 90,4.8,"1 Rue du Gobillon, 72220 Laigné-en-Belin, France",47.8755892,0.2271843
Les Gourmandises de Goulaine,"10 Rue Pasteur, 44115 Basse-Goulaine, France",+33 2 40 04 57 95,4.7,"10 Rue Pasteur, 44115 Basse-Goulaine, France",47.21604,-1.4650317
P Ty Breizh Crêpier Traiteur,"11 Beaumont, 72330 Oizé, France",+33 6 19 47 08 58,5.0,"11 Beaumont, 72330 Oizé, France",47.8128041,0.111722
Le Plat Qui Roule Traiteur,"14 Rue de la Tannerie, 49330 Les Hauts-d'Anjou, France",+33 6 95 23 20 07,4.8,"14 Rue de la Tannerie, 49330 Les Hauts-d'Anjou, France",47.66653299608525,-0.5765975894671608
Chapeau de paille foodtruck,"6 Rue Sainte-Geneviève, 72500 Dissay-Sous-Courcillon, France",+33 6 72 14 86 09,5.0,"6 Rue Sainte-Geneviève, 72500 Dissay-Sous-Courcillon, France",47.66364744021272,0.4749391643103124
"Traiteur Simon - Séminaires, mariages, baptêmes","6 Rue de la Gare, 68850 Staffelfelden, France",+33 3 89 57 74 04,4.1,"6 Rue de la Gare, 68850 Staffelfelden, France",47.827613,7.2635184
JM CREATRAITEUR,"8 Pl. de la République, 72150 Le Grand-Lucé, France",+33 2 43 40 92 87,4.4,"8 Pl. de la République, 72150 Le Grand-Lucé, France",47.864832,0.46984439202425354
Carrefour Traiteur,"Av. du Grand Cottignies, 59290 Wasquehal, France",+33 3 28 45 28 79,1.0,"Av. du Grand Cottignies, 59290 Wasquehal, France",50.68336528002388,3.119188863608868
L'Oeil De Boeuf,"2 Rte de Mouliherne, 49490 Auverse, France",+33 2 41 82 38 19,4.6,"2 Rte de Mouliherne, 49490 Auverse, France",47.50004950818458,0.02811971794269801
O Saveurs De Berce,"2 Av. de Tours, 72500 Montval-sur-Loir, France",+33 2 43 46 91 82,4.6,"2 Av. de Tours, 72500 Montval-sur-Loir, France",47.69036188288835,0.42537990910727197
Toc'toque Le Traiteur,"35 Rue Léon Blum, 62300 Lens, France",+33 6 60 68 27 62,1.0,"35 Rue Léon Blum, 62300 Lens, France",50.440671,2.798644
AU GOURMET NORMAND,"4 Rue Eugène Pottier, 44400 Rezé, France",+33 2 40 75 07 80,4.8,"4 Rue Eugène Pottier, 44400 Rezé, France",47.18928313761689,-1.5505548991722102
Les Traiteurs de France,"36 Rue Étienne Marcel, 75002 Paris, France",+33 1 42 33 30 17,4.3,"36 Rue Étienne Marcel, 75002 Paris, France",48.8650093,2.3446544
RC TRAITEUR,"12 Rue Renée Auduc, 72330 Cérans-Foulletourte, France",+33 6 89 14 97 14,5.0,"12 Rue Renée Auduc, 72330 Cérans-Foulletourte, France",47.8270045,0.0808765
Aux Saveurs du Jour,"Rue de la Broderie, 49120 Chemillé-en-Anjou, France",+33 6 21 05 60 18,5.0,"Rue de la Broderie, 49120 Chemillé-en-Anjou, France",47.22105490580469,-0.7300690163409234
Aux saveurs de Nora / traiteur à domicile Angers,"14 bis Rue de Bourgogne, 49000 Angers, France",+33 6 64 83 44 71,4.9,"14 bis Rue de Bourgogne, 49000 Angers, France",47.49085220633365,-0.5230836474060054
Normandie Traiteur,"6 Rue des Hêtres, 76740 Saint-Pierre-le-Vieux, France",+33 2 35 85 08 67,4.7,"6 Rue des Hêtres, 76740 Saint-Pierre-le-Vieux, France",49.836293940660894,0.9049936479154675
Europ Réception Varet Traiteur 76 Normandie,"610 Rte de Grosfy, 76570 Hugleville-en-Caux, France",+33 2 35 92 38 56,4.8,"610 Rte de Grosfy, 76570 Hugleville-en-Caux, France",49.60454543050719,0.9933159137823249
"Edsone Traiteur, Normandie-Paris","4 Rue Garfield, 27400 Louviers, France",+33 6 16 60 34 09,4.9,"4 Rue Garfield, 27400 Louviers, France",49.2232854,1.1601866
Les Festins Normands,"54 Rue Saint-Michel, 14130 Pont-l'Évêque, France",+33 2 31 64 01 02,4.9,"54 Rue Saint-Michel, 14130 Pont-l'Évêque, France",49.2851045,0.18346802070063511
Le sens des mets,"9 Rte Principale, 76220 Bosc-Hyons, France",+33 6 70 08 24 32,5.0,"9 Rte Principale, 76220 Bosc-Hyons, France",49.45572915685668,1.6500524183549825
Un P'tit Bou de Normandie,"2 Rue des 4 Vents, 76890 Totes, France",+33 6 82 51 06 99,4.9,"2 Rue des 4 Vents, 76890 Totes, France",49.686838916887424,1.0458254820972048
Traiteur Calvados,"10 Rue des Hauts Fourneaux, 14840 Cuverville, France",+33 7 62 87 20 62,4.9,"10 Rue des Hauts Fourneaux, 14840 Cuverville, France",49.1920681,-0.2730576
C COMME TRAITEUR,"10 Rte d'Harcourt, 14320 May-sur-Orne, France",+33 6 64 52 96 66,4.7,"10 Rte d'Harcourt, 14320 May-sur-Orne, France",49.0974686,-0.3749396
Ça Miijote,"116 Rue Jules Ferry, 76250 Déville-lès-Rouen, France",+33 6 64 89 21 33,4.9,"116 Rue Jules Ferry, 76250 Déville-lès-Rouen, France",49.467731,1.040665
Normandy Lunch Traiteur,"Rte d'Isneauville, 76710 Bosc-Guérard-Saint-Adrien, France",+33 6 27 01 18 10,4.9,"Rte d'Isneauville, 76710 Bosc-Guérard-Saint-Adrien, France",49.54154924165132,1.1180736655138646
Briffaut Traiteur,"1924 Rue de la ville aux Geais, 76770 Malaunay, France",+33 6 95 30 16 76,5.0,"1924 Rue de la ville aux Geais, 76770 Malaunay, France",49.52713915824557,1.066188103518027
Festi'Saveurs,"11 Rue du Donjon, 76000 Rouen, France",+33 6 77 98 42 45,4.8,"11 Rue du Donjon, 76000 Rouen, France",49.44643012366995,1.0941334256517832
Lecointe Traiteur,"5 Rue Berthelot, 76150 Maromme, France",+33 2 35 33 03 31,4.5,"5 Rue Berthelot, 76150 Maromme, France",49.4850725,1.0267239410688143
Jusqu'au Goût Traiteur,"27 Av. de la Cité Minière, 14190 Saint-Germain-le-Vasson, France",+33 6 03 21 60 22,5.0,"27 Av. de la Cité Minière, 14190 Saint-Germain-le-Vasson, France",49.0088309,-0.2919084
Collet Traiteur Eure,"19 Rue du Matrey, 27400 Louviers, France",+33 2 32 40 04 85,4.9,"19 Rue du Matrey, 27400 Louviers, France",49.2119643,1.1689549
LA RONDE DES SAVEURS,"20 Rue Claude Debussy, 76410 Tourville-la-Rivière, France",+33 6 62 22 63 88,4.7,"20 Rue Claude Debussy, 76410 Tourville-la-Rivière, France",49.337346446185755,1.1175428785534525
Maison Henri Morel,"Glatigny, 14800 Tourgéville, France",+33 2 31 65 16 83,4.7,"Glatigny, 14800 Tourgéville, France",49.3033017,0.0929064
Coudray Traiteur,"Av. Bernard Bicheray, 76000 Rouen, France",+33 2 35 98 47 64,4.8,"Av. Bernard Bicheray, 76000 Rouen, France",49.45071978955415,1.056729892264396
Traiteur Le Prélude,"Rue du Val Brie, 14440 Cresserons, France",+33 2 31 85 35 99,4.6,"Rue du Val Brie, 14440 Cresserons, France",49.286988420133,-0.3468374177116949
CAPORAL TRAITEUR,"8 rue Émile Zola Tourville la rivière, 76410 Tourville-la-Rivière, France",+33 7 69 52 55 23,5.0,"8 rue Émile Zola Tourville la rivière, 76410 Tourville-la-Rivière, France",49.33129190338175,1.1064058550486733
Loison Traiteur,"76 Rue Emile Herbline, 14150 Ouistreham, France",+33 2 31 96 06 02,4.6,"76 Rue Emile Herbline, 14150 Ouistreham, France",49.27175037318442,-0.25713528880629954
Ménard Traiteur Organisateur de Réception - Traiteur à Caen,"7 Av. de la Liberté, 14460 Colombelles, France",+33 2 31 72 40 38,4.6,"7 Av. de la Liberté, 14460 Colombelles, France",49.203629,-0.296688
A Ka Pwel’La,"1 Rue du Pont, 27600 Gaillon, France",+33 6 34 37 33 01,4.5,"1 Rue du Pont, 27600 Gaillon, France",49.15175905738009,1.350427030855591
lp traiteur,"1 Rte de Tourville, 27370 Amfreville-Saint-Amand, France",+33 6 80 33 98 36,4.6,"1 Rte de Tourville, 27370 Amfreville-Saint-Amand, France",49.23307631500216,0.9292645477575069
Le Traiteur de la Ferme,"61 Rue Jouvenet, 76000 Rouen, France",+33 7 83 97 77 85,5.0,"61 Rue Jouvenet, 76000 Rouen, France",49.44939296656163,1.1051677293783417
Lechevallier Traiteur,"Rue Rocher, 14400 Condé-sur-Seulles, France",+33 2 31 38 83 09,4.7,"Rue Rocher, 14400 Condé-sur-Seulles, France",49.2259612968075,-0.63634279065286
Arena traiteur - la saveur de vos événements,"6 Pl. de la Pâture, 27370 Saint-Pierre-du-Bosguérard, France",+33 6 41 95 35 76,5.0,"6 Pl. de la Pâture, 27370 Saint-Pierre-du-Bosguérard, France",49.26929340103987,0.9042848120545374
O FAIM GOURMAND TRAITEUR,"1960 Rue du Bout d'Aval, 76690 Saint-Georges-sur-Fontaine, France",+33 6 78 62 06 53,5.0,"1960 Rue du Bout d'Aval, 76690 Saint-Georges-sur-Fontaine, France",49.54789277637474,1.1651893874412544
L'Atelier de Mr Jo,"Rue du Luxembourg, 14550 Blainville-sur-Orne, France",+33 6 79 96 87 46,5.0,"Rue du Luxembourg, 14550 Blainville-sur-Orne, France",49.23580902910953,-0.2989369654647213
La Pommeraie | Restaurant | Traiteur | Mariage | Séminaire | Anniversaire | Cérémonie | a Bernay,"38 Rte de l'Allée des Dames Bernay, 27300 Treis-Sants-en-Ouche, France",+33 2 32 45 28 88,4.5,"38 Rte de l'Allée des Dames Bernay, 27300 Treis-Sants-en-Ouche, France",49.05119558170211,0.5701018101283448
"Le Petit Gourmet traiteur Bayeux""charcutier et rôtisseur","44 Rte de Caen, 14400 Bayeux, France",+33 7 60 53 20 74,4.9,"44 Rte de Caen, 14400 Bayeux, France",49.27353155,-0.6871169586813655
"Guerin Traiteur, charcuterie Artisanale","8 Rue Pasteur, 76190 Yvetot, France",+33 2 35 95 14 79,4.9,"8 Rue Pasteur, 76190 Yvetot, France",49.617502,0.751892734374999
Pheasant DORE Sarl Bordais,"Maudon, 50300 Ponts, France",+33 2 33 68 23 88,4.8,"Maudon, 50300 Ponts, France",48.712164733069855,-1.3490547663703372
L'étoile traiteur,"2 Rte de Brionne, 27370 Le Bosc-du-Theil, France",+33 2 32 35 51 14,4.8,"2 Rte de Brionne, 27370 Le Bosc-du-Theil, France",49.21970094350078,0.8203208390827272
Le Promenoir - Traiteur Haut de Gamme,"Imp. des Grands Champs, 14430 Branville, France",+33 7 65 21 84 90,5.0,"Imp. des Grands Champs, 14430 Branville, France",49.27225354794142,0.027715928627241683
panchout traiteur,"18 Sent. aux Anglais, 76710 Montville, France",+33 2 35 77 06 11,4.4,"18 Sent. aux Anglais, 76710 Montville, France",49.54262594752483,1.0690801746798895
A VOTRE GOUT,"12 Rue de Gamilly, 27200 Vernon, France",+33 2 32 54 01 91,4.9,"12 Rue de Gamilly, 27200 Vernon, France",49.0888356,1.4892116
Traiteur le Gourmet,"1 Rue Mgr le Nordez, 50310 Montebourg, France",+33 2 50 29 30 75,4.8,"1 Rue Mgr le Nordez, 50310 Montebourg, France",49.487086399451876,-1.3764918877218812
ERISAY RÉCEPTIONS ROUEN Traiteur,"39 Rue aux Ours, 76000 Rouen, France",+33 2 35 98 64 68,4.6,"39 Rue aux Ours, 76000 Rouen, France",49.4405496,1.0915589
Le Spot Traiteur,"14 Rue Denis Papin, 14200 Hérouville-Saint-Clair, France",+33 2 14 40 20 23,4.6,"14 Rue Denis Papin, 14200 Hérouville-Saint-Clair, France",49.207284,-0.337829
steffie traiteur,"3 bis Rue des Châtaigniers, 27930 Reuilly, France",+33 6 47 07 74 97,5.0,"3 bis Rue des Châtaigniers, 27930 Reuilly, France",49.08507486514302,1.236123045128857
DANET TRAITEUR,"6 Rue des Chasseurs, 14120 Mondeville, France",+33 6 66 20 95 93,4.8,"6 Rue des Chasseurs, 14120 Mondeville, France",49.1717143773211,-0.29696045162063145
Traiteur Lecourt Receptions,"116 Pl. des Martyrs de la Résistance, 76100 Rouen, France",+33 6 03 51 09 02,4.4,"116 Pl. des Martyrs de la Résistance, 76100 Rouen, France",49.4194458,1.0776268
L'Atelier de Brun'OH !,"Le Bosc Tillot, 76680 Saint-Martin-Osmonville, France",+33 6 65 49 31 78,4.7,"Le Bosc Tillot, 76680 Saint-Martin-Osmonville, France",49.626036,1.2691117
LEFEBVRE TRAITEUR,"77 Rue des Martyrs de la Résistance, 76150 Maromme, France",+33 2 35 76 20 00,4.4,"77 Rue des Martyrs de la Résistance, 76150 Maromme, France",49.4821081,1.0409921
Coupigny traiteur,"61 Bd Stanislas Girardin, 76140 Le Petit-Quevilly, France",+33 6 60 76 06 94,4.7,"61 Bd Stanislas Girardin, 76140 Le Petit-Quevilly, France",49.4140956,1.0636857
Julien Traiteur,"Rue d'Écosse, 76790 Les Loges, France",+33 6 35 56 43 83,5.0,"Rue d'Écosse, 76790 Les Loges, France",49.700169190133316,0.27012697582281925
Un piano Gourmand,"14 Rue de l'Équerre, 27490 Clef-Vallée-d'Eure, France",+33 6 21 02 44 91,4.7,"14 Rue de l'Équerre, 27490 Clef-Vallée-d'Eure, France",49.10169575646711,1.2402291693200036
Les délices d'Adriel,"Dom. de la Blanche Voie, 76770 Houppeville, France",+33 7 67 05 92 31,5.0,"Dom. de la Blanche Voie, 76770 Houppeville, France",49.5122179,1.0850904
LN - Traiteur,"1015 Rue Bernard Thelu, 76640 Terres-de-Caux, France",+33 6 80 35 10 22,4.6,"1015 Rue Bernard Thelu, 76640 Terres-de-Caux, France",49.649934,0.59193
DURAND TRAITEUR,"62 Rue Eugène Boudin, 14000 Caen, France",+33 2 31 74 30 20,5.0,"62 Rue Eugène Boudin, 14000 Caen, France",49.1942095,-0.3823383
La Marmite d’antan,"19 Av. du Général Leclerc, 14500 Vire-Normandie, France",+33 9 88 03 07 80,4.8,"19 Av. du Général Leclerc, 14500 Vire-Normandie, France",48.83920055800799,-0.8900152514360395
Chez Juliane,"569 Rue de la Mairie, 76750 Ernemont-sur-Buchy, France",+33 2 35 87 94 78,4.6,"569 Rue de la Mairie, 76750 Ernemont-sur-Buchy, France",49.53898166978352,1.3595423228972685
Honfleur Traiteur,"116 Av. des Martyrs de la Résistance, 76100 Rouen, France",+33 2 35 14 92 95,4.3,"116 Av. des Martyrs de la Résistance, 76100 Rouen, France",49.4199629,1.07837695
Les mets de Vera,"Rue Marguerite Duras, 14760 Bretteville-sur-Odon, France",+33 7 82 17 54 36,4.7,"Rue Marguerite Duras, 14760 Bretteville-sur-Odon, France",49.17377793814372,-0.42064843075439917
Cirette Traiteur,"Av. Bernard Bicheray, 76000 Rouen, France",+33 2 35 88 29 98,4.8,"Av. Bernard Bicheray, 76000 Rouen, France",49.45071978955415,1.056729892264396
Granville Réceptions,"75 Rue Couraye, 50400 Granville, France",+33 2 33 51 79 92,4.6,"75 Rue Couraye, 50400 Granville, France",48.83725160222382,-1.594868155628819
MD traiteur,"36 Pl. Jean Jaurès, 14123 Fleury-sur-Orne, France",+33 6 21 37 08 48,4.6,"36 Pl. Jean Jaurès, 14123 Fleury-sur-Orne, France",49.14860273280652,-0.3744355611459586
Chef à domicile Matthieu Lemoine,"Rue des Pavillons, 14800 Deauville, France",+33 6 89 50 16 94,5.0,"Rue des Pavillons, 14800 Deauville, France",49.35313402367153,0.08810758146984819
FESTI' TRAITEUR,"11 Rue du Donjon, 76000 Rouen, France",+33 6 60 35 73 81,5.0,"11 Rue du Donjon, 76000 Rouen, France",49.44643012366995,1.0941334256517832
Antoine Gordien,"5 Rue de l'Église, 61110 Moutiers-au-Perche, France",+33 6 24 03 32 95,5.0,"5 Rue de l'Église, 61110 Moutiers-au-Perche, France",48.47783806313034,0.8457558609947685
Le Traiteur,"97 Rue Gambetta, 50120 Cherbourg-en-Cotentin, France",+33 2 33 93 87 00,4.8,"97 Rue Gambetta, 50120 Cherbourg-en-Cotentin, France",49.6474227,-1.6471945
La Saloupière Traiteur,"La Croix des Chênes, 61110 Bretoncelles, France",+33 6 13 09 55 01,4.9,"La Croix des Chênes, 61110 Bretoncelles, France",48.435888649999995,0.8867763079057468
laurent traiteur rotisserie,"14 Rue Trinqueboeuf, 76570 Pavilly, France",+33 6 62 96 38 19,4.8,"14 Rue Trinqueboeuf, 76570 Pavilly, France",49.588776698524505,0.9568764602308422
SAVEURS TRAITEUR,"8 Rue Calmette et Guérin, 14100 Lisieux, France",+33 2 31 61 09 13,3.8,"8 Rue Calmette et Guérin, 14100 Lisieux, France",49.151572732951685,0.255901184970403
Traiteur Maison Coufourier - Rolleville,"3 Rue Abbé Maze, 76133 Rolleville, France",+33 2 35 30 85 89,4.9,"3 Rue Abbé Maze, 76133 Rolleville, France",49.58210971259422,0.2118979954272564
Au Vrai Délice,"10 Bd du 11 Novembre, 76140 Le Petit-Quevilly, France",+33 6 88 95 92 13,4.9,"10 Bd du 11 Novembre, 76140 Le Petit-Quevilly, France",49.42180085,1.0671453444466725
Traiteur de Paris,"Av. Jean York, 76400 Epreville, France",+33 2 99 86 76 00,4.4,"Av. Jean York, 76400 Epreville, France",49.718637281731304,0.36362327272390244
Gourmet Traiteur,"10 Rue du Général Leclerc, 14510 Houlgate, France",+33 2 31 24 82 33,4.5,"10 Rue du Général Leclerc, 14510 Houlgate, France",49.301503999999994,-0.07643551424747219
Lemoy traiteur,"9 Rue Saint-Eloi, 61100 Saint-Georges-des-Groseillers, France",+33 2 33 96 73 56,4.5,"9 Rue Saint-Eloi, 61100 Saint-Georges-des-Groseillers, France",48.777194937514906,-0.569746207323812
Bonnaire Traiteur Rouen - Traiteur Événementiel - Mariage - Cocktail,"555 Rue du Noyer des Bouttières, 76800 Saint-Étienne-du-Rouvray, France",+33 2 35 72 51 01,4.6,"555 Rue du Noyer des Bouttières, 76800 Saint-Étienne-du-Rouvray, France",49.36762479582255,1.0924157509790142
Chez Bex,"138 Rue Victor Hugo, 76600 Le Havre, France",+33 7 68 59 68 57,4.4,"138 Rue Victor Hugo, 76600 Le Havre, France",49.4916224,0.1082667
