name,address_full,phone_number,rating,clean_address,latitude,longitude
Haig - Wedding Photographer Paris France,"Haig - Wedding Photographer Paris France, 35 Rue du Chemin Vert, 75011 Paris, France",+33 6 80 08 71 12,5," 35 Rue du Chemin Vert, 75011 Paris, France",48.8588686,2.3739526
Studio Pics - Jean-Emmanuel Perchet - Photographer Reporter Portrait Studio,"Studio Pics - Jean-Emmanuel Perchet - Photographer Reporter Portrait Studio, 19 Rue Jean Cousin, 89100 Soucy, France",+33 6 50 65 04 48,5," 19 Rue Jean Cousin, 89100 Soucy, France",48.2505268,3.3245085
Philippe Martineau,"Philippe Martineau, 25 Rue Jean-Jacques Rousseau, 75001 Paris, France",+33 6 45 78 04 50,5," 25 Rue Jean-Jacques Rousseau, 75001 Paris, France",48.8628428,2.3410804
Photo mariage,"Photo mariage, 5 Rue Sainte-Isaure, 75018 Paris, France",+33 6 08 06 85 83,4," 5 Rue Sainte-Isaure, 75018 Paris, France",48.8931969,2.343922
Photographe événementiel,"Photographe événementiel, 17 Rue St Denis, 75001 Paris, France",+33 6 64 73 67 50,5," 17 Rue St Denis, 75001 Paris, France",48.8594091,2.3477522
Paris Wedding Photographer,"Paris Wedding Photographer, 129 Bis Rue St Charles, 75015 Paris, France",+33 6 95 38 72 48,5," 129 Bis Rue St Charles, 75015 Paris, France",48.8439498,2.2833493
Hnphotography - Photographer Certified Professional,"Hnphotography - Photographer Certified Professional, 355 Grande Rue, 27310 Bourg-Achard, France",+33 2 49 88 35 33,"4,9"," 355 Grande Rue, 27310 Bourg-Achard, France",49.3544,0.814217
Bruno Decuppe - Coz Photography,"Bruno Decuppe - Coz Photography, 34 Rue Albert Roussel, 60800 Crépy-en-Valois, France",+33 6 87 61 10 69,5," 34 Rue Albert Roussel, 60800 Crépy-en-Valois, France",49.2235094,2.8790849
"Photographe professionnel : mariage, photographies d'architecture et corporate - Alexandre Moulard","Photographe professionnel : mariage, photographies d'architecture et corporate - Alexandre Moulard, 140 Rue St Charles, 75015 Paris, France",+33 6 89 15 33 82,"4,5"," 140 Rue St Charles, 75015 Paris, France",48.8431697,2.2823189
STUDIO-PHOTOGRAPHE.COM,"STUDIO-PHOTOGRAPHE.COM, 2 Parc de Diane, 78350 Jouy-en-Josas, France",+33 7 62 13 33 60,"4,3"," 2 Parc de Diane, 78350 Jouy-en-Josas, France",48.7544772,2.18813318055619
Photo-Pro-Event,"Photo-Pro-Event, 34 Av. du Général Leclerc, 75014 Paris, France",+33 6 59 14 29 96,5," 34 Av. du Général Leclerc, 75014 Paris, France",48.8316457,2.3298992
Vic Wedding chụp hình cưới Paris Châu Âu,"Vic Wedding chụp hình cưới Paris Châu Âu, 5 Rue Audran, 94400 Vitry-sur-Seine, France",+33 6 59 48 11 76,5," 5 Rue Audran, 94400 Vitry-sur-Seine, France",48.793094,2.382168
MY LOVE PHOTO,"MY LOVE PHOTO, 41 Rue Beaubourg, 75003 Paris, France",+33 9 72 80 61 34,"3,8"," 41 Rue Beaubourg, 75003 Paris, France",48.8622539,2.3538933
Plaisir d'images Agence Photo-Vidéo,"Plaisir d'images Agence Photo-Vidéo, 35 Rue Saint-Antoine, 75004 Paris, France",+33 6 62 11 37 49,5," 35 Rue Saint-Antoine, 75004 Paris, France",48.8537418,2.3649666
